meeting_id;record_number;session_number;pages_in_doc;pages_in_pdf;date_meeting;session_president;title_meeting;chapter;languages;document_codes;title;titles_in_other_languages;publication_date;volume;physical_description;conference_name;conference_session;conference_location;conference_date;corporate_subject;variant_title;filename;columns;meeting_name_id;pages;first_page;last_page;language_codes
2479010013;247901;38;305-321;314-330;2015-11-16;Stanley Simataa;Fourteenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;38 C/PROCEEDINGS;Records of the General Conference, 38th session, Paris, v. 2: Proceedings;;2017;;481 p.;UNESCO. General Conference;38th;;2015;;Actes de la Conférence générale, 38e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 38ª reunión, París, t. 2: Actas literales;2015_247901mul.pdf;1;247901_fourteenth_plenary_meeting;314-330;314;330;ara+chi+eng+fre+rus+spa
2479010014;247901;38;323-332;331-340;2015-11-16;Stanley Simataa;Fifteenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;38 C/PROCEEDINGS;Records of the General Conference, 38th session, Paris, v. 2: Proceedings;;2017;;481 p.;UNESCO. General Conference;38th;;2015;;Actes de la Conférence générale, 38e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 38ª reunión, París, t. 2: Actas literales;2015_247901mul.pdf;1;247901_fifteenth_plenary_meeting;331-340;331;340;ara+chi+eng+fre+rus+spa
2479010015;247901;38;333-350;341-358;2015-11-17;Stanley Simataa;Sixteenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;38 C/PROCEEDINGS;Records of the General Conference, 38th session, Paris, v. 2: Proceedings;;2017;;481 p.;UNESCO. General Conference;38th;;2015;;Actes de la Conférence générale, 38e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 38ª reunión, París, t. 2: Actas literales;2015_247901mul.pdf;1;247901_sixteenth_plenary_meeting;341-358;341;358;ara+chi+eng+fre+rus+spa
2479010016;247901;38;351-368;359-376;2015-11-17;Stanley Simataa;Seventeenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;38 C/PROCEEDINGS;Records of the General Conference, 38th session, Paris, v. 2: Proceedings;;2017;;481 p.;UNESCO. General Conference;38th;;2015;;Actes de la Conférence générale, 38e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 38ª reunión, París, t. 2: Actas literales;2015_247901mul.pdf;1;247901_seventeenth_plenary_meeting;359-376;359;376;ara+chi+eng+fre+rus+spa
2479010017;247901;38;369-376;377-384;2015-11-18;Stanley Simataa;Eighteenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;38 C/PROCEEDINGS;Records of the General Conference, 38th session, Paris, v. 2: Proceedings;;2017;;481 p.;UNESCO. General Conference;38th;;2015;;Actes de la Conférence générale, 38e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 38ª reunión, París, t. 2: Actas literales;2015_247901mul.pdf;1;247901_eighteenth_plenary_meeting;377-384;377;384;ara+chi+eng+fre+rus+spa
3675790000;367579;39;3-15;25-37;2017-10-30;Stanley Simataa;First plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_first_plenary_meeting;25-37;25;37;eng+fre+spa+ara+chi+rus
3675790001;367579;39;17-38;38-69;2017-10-30;"Stanley Simataa; Zohour Alaoui";Second plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_second_plenary_meeting;38-69;38;69;eng+fre+spa+ara+chi+rus
3675790002;367579;39;39-50;60-71;2017-10-31;Zohour Alaoui;Third plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_third_plenary_meeting;60-71;60;71;eng+fre+spa+ara+chi+rus
3675790003;367579;39;51-58;72-79;2017-10-31;Zohour Alaoui;Fourth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_fourth_plenary_meeting;72-79;72;79;eng+fre+spa+ara+chi+rus
3675790004;367579;39;59-67;80-88;2017-11-01;Zohour Alaoui;Fifth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_fifth_plenary_meeting;80-88;80;88;eng+fre+spa+ara+chi+rus
3675790005;367579;39;69-96;90-117;2017-11-01;"Zohour Alaoui; Lizaranzu Perinat";Sixth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_sixth_plenary_meeting;90-117;90;117;eng+fre+spa+ara+chi+rus
3675790006;367579;39;97-126;118-147;2017-11-02;Zohour Alaoui;Seventh plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_seventh_plenary_meeting;118-147;118;147;eng+fre+spa+ara+chi+rus
3675790007;367579;39;127-154;148-175;2017-11-02;"Zohour Alaoui; Al-Mullakhalaf";Eight plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_eight_plenary_meeting;148-175;148;175;eng+fre+spa+ara+chi+rus
3675790008;367579;39;155-186;176-207;2017-11-03;"Zohour Alaoui; Theresa Lazaro";Ninth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_ninth_plenary_meeting;176-207;176;207;eng+fre+spa+ara+chi+rus
3675790009;367579;39;187-215;208-236;2017-11-03;"Melbārde; Zohour Alaoui";Tenth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_tenth_plenary_meeting;208-236;208;236;eng+fre+spa+ara+chi+rus
3675790010;367579;39;217-249;238-270;2017-11-04;Gherairi;Eleventh plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_eleventh_plenary_meeting;238-270;238;270;eng+fre+spa+ara+chi+rus
3675790011;367579;39;251-286;272-307;2017-11-06;"Zohour Alaoui; Bustamante";Twelfth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_twelfth_plenary_meeting;272-307;272;307;eng+fre+spa+ara+chi+rus
3675790012;367579;39;287-292;308-313;2017-11-06;Zohour Alaoui;Thirteenth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_thirteenth_plenary_meeting;308-313;308;313;eng+fre+spa+ara+chi+rus
3675790013;367579;39;293-295;314-316;2017-11-08;Zohour Alaoui;Fourteenth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_fourteenth_plenary_meeting;314-316;314;316;eng+fre+spa+ara+chi+rus
3675790014;367579;39;297-299;318-320;2017-11-10;Zohour Alaoui;Fifteenth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_fifteenth_plenary_meeting;318-320;318;320;eng+fre+spa+ara+chi+rus
3675790015;367579;39;301-309;322-330;2017-11-10;Zohour Alaoui;Sixteenth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_sixteenth_plenary_meeting;322-330;322;330;eng+fre+spa+ara+chi+rus
3675790016;367579;39;311-320;332-341;2017-11-11;Zohour Alaoui;Seventeenth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_seventeenth_plenary_meeting;332-341;332;341;eng+fre+spa+ara+chi+rus
3675790017;367579;39;321-343;342-364;2017-11-13;Zohour Alaoui;Eighteenth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_eighteenth_plenary_meeting;342-364;342;364;eng+fre+spa+ara+chi+rus
3675790018;367579;39;345-355;365-375;2017-11-13;Zohour Alaoui;Nineteenth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_nineteenth_plenary_meeting;365-375;365;375;eng+fre+spa+ara+chi+rus
3675790019;367579;39;357-362;377-382;2017-11-14;Zohour Alaoui;Twentieth plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_twentieth_plenary_meeting;377-382;377;382;eng+fre+spa+ara+chi+rus
3675790020;367579;39;363-367;383-387;2017-11-14;Zohour Alaoui;Twenty-first plenary meeting;Verbatim records of plenary meetings;mul|eng fre spa ara chi rus;39 C/PROCEEDINGS;Records of the General Conference, 39th session, Paris, v. 2: Proceedings;;2019;;490 pages;UNESCO. General Conference;39th;;2017;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2017_367579mul.pdf;1;367579_twenty-first_plenary_meeting;383-387;383;387;eng+fre+spa+ara+chi+rus
2326300000;232630;37;3-13;25-35;2013-11-05;Katalin Bogyay;First plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_first_plenary_meeting;25-35;25;35;ara+chi+eng+fre+rus+spa
2326300001;232630;37;15-35;36-56;2013-11-05;"Katalin Bogyay; Hao";Second plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_second_plenary_meeting;36-56;36;56;ara+chi+eng+fre+rus+spa
2326300002;232630;37;37-61;57-81;2013-11-06;Hao;Third plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_third_plenary_meeting;57-81;57;81;ara+chi+eng+fre+rus+spa
2326300003;232630;37;63-85;82-104;2013-11-06;Hao;Fourth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_fourth_plenary_meeting;82-104;82;104;ara+chi+eng+fre+rus+spa
2326300004;232630;37;87-114;105-132;2013-11-07;"Hao; Alshaibaniya";Fifth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_fifth_plenary_meeting;105-132;105;132;ara+chi+eng+fre+rus+spa
2326300005;232630;37;115-160;133-178;2013-11-07;"Hao; Rodríguez; Mitrofanova";Sixth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_sixth_plenary_meeting;133-178;133;178;ara+chi+eng+fre+rus+spa
2326300006;232630;37;161-201;179-219;2013-11-08;"Hao; Zeldenrust; Sayyad";Seventh plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_seventh_plenary_meeting;179-219;179;219;ara+chi+eng+fre+rus+spa
2326300007;232630;37;203-246;220-263;2013-11-08;"Hao; Blackburn";Eight plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_eight_plenary_meeting;220-263;220;263;ara+chi+eng+fre+rus+spa
2326300008;232630;37;247-278;264-295;2013-11-09;"Hao; da Rocha";Ninth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_ninth_plenary_meeting;264-295;264;295;ara+chi+eng+fre+rus+spa
2326300009;232630;37;279-307;296-324;2013-11-11;"Hao; Imran Khan";Tenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_tenth_plenary_meeting;296-324;296;324;ara+chi+eng+fre+rus+spa
2326300010;232630;37;309-326;326-343;2013-11-11;Hao;Eleventh plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_eleventh_plenary_meeting;326-343;326;343;ara+chi+eng+fre+rus+spa
2326300011;232630;37;327-338;344-355;2013-11-12;Hao;Twelfth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_twelfth_plenary_meeting;344-355;344;355;ara+chi+eng+fre+rus+spa
2326300012;232630;37;339-341;356-358;2013-11-13;Hao;Thirteenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_thirteenth_plenary_meeting;356-358;356;358;ara+chi+eng+fre+rus+spa
2326300013;232630;37;343-356;360-373;2013-11-18;Hao;Fourteenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_fourteenth_plenary_meeting;360-373;360;373;ara+chi+eng+fre+rus+spa
2326300014;232630;37;357-371;374-388;2013-11-19;"Hao; Al-Moosa";Fifteenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_fifteenth_plenary_meeting;374-388;374;388;ara+chi+eng+fre+rus+spa
2326300015;232630;37;373-388;390-405;2013-11-19;Al-Moosa;Sixteenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_sixteenth_plenary_meeting;390-405;390;405;ara+chi+eng+fre+rus+spa
2326300016;232630;37;389-405;406-422;2013-11-20;Hangawatte;Seventeenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_seventeenth_plenary_meeting;406-422;406;422;ara+chi+eng+fre+rus+spa
2326300017;232630;37;407-414;424-434;2013-11-20;Majidi;Eighteenth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;37 C/PROCEEDINGS;Records of the General Conference, 37th session, Paris, v. 2: Proceedings;;2015;;535 p.;UNESCO. General Conference;37th;;2013;;Actes de la Conférence générale, 39e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 39ª reunión, París, t. 2: Actas literales;2013_232630mul.pdf;1;232630_eighteenth_plenary_meeting;424-434;424;434;ara+chi+eng+fre+rus+spa
2352010000;235201;36;2023-11-03 00:00:00;27-35;2011-10-25;Hepburn;First plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;36 C/PROCEEDINGS;Records of the General Conference, 36th session, Paris, v. 2: proceedings;;2015;;560 p.;UNESCO. General Conference;36th;;2011;;Actes de la Conférence générale, 36e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 36ª reunión, París, t. 2: Actas literales;2011_235201mul.pdf;1;235201_first_plenary_meeting;27-35;27;35;ara+chi+eng+fre+rus+spa
2352010001;235201;36;13-37;36-60;2011-10-25;"Hepburn; Katalin Bogyay";Second plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;36 C/PROCEEDINGS;Records of the General Conference, 36th session, Paris, v. 2: proceedings;;2015;;560 p.;UNESCO. General Conference;36th;;2011;;Actes de la Conférence générale, 36e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 36ª reunión, París, t. 2: Actas literales;2011_235201mul.pdf;1;235201_second_plenary_meeting;36-60;36;60;ara+chi+eng+fre+rus+spa
2352010002;235201;36;39-62;61-84;2011-10-26;Katalin Bogyay;Third plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;36 C/PROCEEDINGS;Records of the General Conference, 36th session, Paris, v. 2: proceedings;;2015;;560 p.;UNESCO. General Conference;36th;;2011;;Actes de la Conférence générale, 36e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 36ª reunión, París, t. 2: Actas literales;2011_235201mul.pdf;1;235201_third_plenary_meeting;61-84;61;84;ara+chi+eng+fre+rus+spa
2352010003;235201;36;63-84;85-106;2011-10-26;Katalin Bogyay;Fourth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;36 C/PROCEEDINGS;Records of the General Conference, 36th session, Paris, v. 2: proceedings;;2015;;560 p.;UNESCO. General Conference;36th;;2011;;Actes de la Conférence générale, 36e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 36ª reunión, París, t. 2: Actas literales;2011_235201mul.pdf;1;235201_fourth_plenary_meeting;85-106;85;106;ara+chi+eng+fre+rus+spa
2352010004;235201;36;85-106;107-128;2011-10-27;Katalin Bogyay;Fifth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;36 C/PROCEEDINGS;Records of the General Conference, 36th session, Paris, v. 2: proceedings;;2015;;560 p.;UNESCO. General Conference;36th;;2011;;Actes de la Conférence générale, 36e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 36ª reunión, París, t. 2: Actas literales;2011_235201mul.pdf;1;235201_fifth_plenary_meeting;107-128;107;128;ara+chi+eng+fre+rus+spa
2352010005;235201;36;107-147;129-169;2011-10-27;Katalin Bogyay;Sixth plenary meeting;Verbatim records of plenary meetings;mul|ara chi eng fre rus spa;36 C/PROCEEDINGS;Records of the General Conference, 36th session, Paris, v. 2: proceedings;;2015;;560 p.;UNESCO. General Conference;36th;;2011;;Actes de la Conférence générale, 36e session, Paris, v. 2: Comptes rendus des débats|Actas de la Conferencia General, 36ª reunión, París, t. 2: Actas literales;2011_235201mul.pdf;1;235201_sixth_plenary_meeting;129-169;129;169;ara+chi+eng+fre+rus+spa
