meeting_id;record_number;session_number;pages_in_doc;pages_in_pdf;date_meeting;session_president;title_meeting;chapter;languages;document_codes;title;titles_in_other_languages;publication_date;volume;physical_description;conference_name;conference_session;conference_location;conference_date;corporate_subject;variant_title;filename;columns;meeting_name_id;pages;first_page;last_page;language_codes
1140490000;114049;3X;65-110;61-106;1973-10-23;Toru Haguiwara;First plenary meeting;Proceedings;mul|ara eng fre rus spa;3 XC/Resolutions;Records of the General Conference, 3rd extraordinary session, Paris, 1973: Resolutions and proceedings;;1974;;334 p.;UNESCO. General Conference;3rd extraordinary;;1973;;Actes de la Conférence générale, 3e session extraordinaire, Paris, 1973: Résolutions et comptes rendus|Actas de la Conferencia General, 3a reunión extraordinaria, París, 1973: Resoluciones y actas;1973_114049mulo.pdf;1;114049_first_plenary_meeting;61-106;61;106;ara+eng+fre+rus+spa
1140490001;114049;3X;111-153;107-149 ;1973-10-24;Toru Haguiwara;Second plenary meeting;Proceedings;mul|ara eng fre rus spa;3 XC/Resolutions;Records of the General Conference, 3rd extraordinary session, Paris, 1973: Resolutions and proceedings;;1974;;334 p.;UNESCO. General Conference;3rd extraordinary;;1973;;Actes de la Conférence générale, 3e session extraordinaire, Paris, 1973: Résolutions et comptes rendus|Actas de la Conferencia General, 3a reunión extraordinaria, París, 1973: Resoluciones y actas;1973_114049mulo.pdf;1;114049_second_plenary_meeting;107-149;107;149;ara+eng+fre+rus+spa
1140490002;114049;3X;155-192;150-187;1973-10-24;Toru Haguiwara;Third plenary meeting;Proceedings;mul|ara eng fre rus spa;3 XC/Resolutions;Records of the General Conference, 3rd extraordinary session, Paris, 1973: Resolutions and proceedings;;1974;;334 p.;UNESCO. General Conference;3rd extraordinary;;1973;;Actes de la Conférence générale, 3e session extraordinaire, Paris, 1973: Résolutions et comptes rendus|Actas de la Conferencia General, 3a reunión extraordinaria, París, 1973: Resoluciones y actas;1973_114049mulo.pdf;1;114049_third_plenary_meeting;150-187;150;187;ara+eng+fre+rus+spa
1140490003;114049;3X;193-238;188-233 ;1973-10-25;Toru Haguiwara;Fourth plenary meeting;Proceedings;mul|ara eng fre rus spa;3 XC/Resolutions;Records of the General Conference, 3rd extraordinary session, Paris, 1973: Resolutions and proceedings;;1974;;334 p.;UNESCO. General Conference;3rd extraordinary;;1973;;Actes de la Conférence générale, 3e session extraordinaire, Paris, 1973: Résolutions et comptes rendus|Actas de la Conferencia General, 3a reunión extraordinaria, París, 1973: Resoluciones y actas;1973_114049mulo.pdf;1;114049_fourth_plenary_meeting;188-233;188;233;ara+eng+fre+rus+spa
1140490004;114049;3X;239-284;234-279;1973-10-25;Toru Haguiwara;Fifth plenary meeting;Proceedings;mul|ara eng fre rus spa;3 XC/Resolutions;Records of the General Conference, 3rd extraordinary session, Paris, 1973: Resolutions and proceedings;;1974;;334 p.;UNESCO. General Conference;3rd extraordinary;;1973;;Actes de la Conférence générale, 3e session extraordinaire, Paris, 1973: Résolutions et comptes rendus|Actas de la Conferencia General, 3a reunión extraordinaria, París, 1973: Resoluciones y actas;1973_114049mulo.pdf;1;114049_fifth_plenary_meeting;234-279;234;279;ara+eng+fre+rus+spa
1140490005;114049;3X;285-304;280-299;1973-10-26;Toru Haguiwara;Sixth plenary meeting;Proceedings;mul|ara eng fre rus spa;3 XC/Resolutions;Records of the General Conference, 3rd extraordinary session, Paris, 1973: Resolutions and proceedings;;1974;;334 p.;UNESCO. General Conference;3rd extraordinary;;1973;;Actes de la Conférence générale, 3e session extraordinaire, Paris, 1973: Résolutions et comptes rendus|Actas de la Conferencia General, 3a reunión extraordinaria, París, 1973: Resoluciones y actas;1973_114049mulo.pdf;1;114049_sixth_plenary_meeting;280-299;280;299;ara+eng+fre+rus+spa
2147930000;214793;2;27-33;29-35;1947-11-06;Jacques Maritain;First plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_first_plenary_meeting;29-35;29;35;eng+fre+spa
2147930001;214793;2;34-43;36-45;1947-11-07;"Jacques Maritain; Manuel Gual Vidal";Second plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_second_plenary_meeting;36-45;36;45;eng+fre+spa
2147930002;214793;2;43-50;45-52;1947-11-07;Manuel Gual Vidal;Third plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_third_plenary_meeting;45-52;45;52;eng+fre+spa
2147930003;214793;2;51-67;53-69;1947-11-08;Manuel Gual Vidal;Fourth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_fourth_plenary_meeting;53-69;53;69;eng+fre+spa
2147930004;214793;2;67-82;69-84;1947-11-10;Camille Huysmans;Fifth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_fifth_plenary_meeting;69-84;69;84;eng+fre+spa
2147930005;214793;2;82-92;84-94;1947-11-10;Camille Huysmans;Sixth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_sixth_plenary_meeting;84-94;84;94;eng+fre+spa
2147930006;214793;2;93-111;95-113;1947-11-11;Paulo Estevão de Berredo Carneiro;Seventh plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_seventh_plenary_meeting;95-113;95;113;eng+fre+spa
2147930007;214793;2;111;113;1947-11-12;Sarvepalli Radhakrishnan;Eight plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_eight_plenary_meeting;113-113;113;113;eng+fre+spa
2147930008;214793;2;112-118;114-120;1947-11-13;Manuel Gual Vidal;Ninth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_ninth_plenary_meeting;114-120;114;120;eng+fre+spa
2147930009;214793;2;119-122;121-124;1947-11-19;Manuel Gual Vidal;Tenth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_tenth_plenary_meeting;121-124;121;124;eng+fre+spa
2147930010;214793;2;123-136;125-138;1947-11-26;Manuel Gual Vidal;Eleventh plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_eleventh_plenary_meeting;125-138;125;138;eng+fre+spa
2147930011;214793;2;137-142;139-144;1947-11-27;Stefan Wierblowski;Twelfth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_twelfth_plenary_meeting;139-144;139;144;eng+fre+spa
2147930012;214793;2;142-155;144-157;1947-11-29;Manuel Gual Vidal;Thirteenth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_thirteenth_plenary_meeting;144-157;144;157;eng+fre+spa
2147930013;214793;2;155-156;157-158;1947-12-01;Manuel Gual Vidal;Fourteenth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_fourteenth_plenary_meeting;157-158;157;158;eng+fre+spa
2147930014;214793;2;157-176;159-178;1947-12-02;Joseph Aboukater;Fifteenth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_fifteenth_plenary_meeting;159-178;159;178;eng+fre+spa
2147930015;214793;2;177-193;179-195;1947-12-02;Paulo Estevão de Berredo Carneiro;Sixteenth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_sixteenth_plenary_meeting;179-195;179;195;eng+fre+spa
2147930016;214793;2;193-204;195-206;1974-12-03;Camille Huysmans;Seventeenth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_seventeenth_plenary_meeting;195-206;195;206;eng+fre+spa
2147930017;214793;2;204-222;206-224;1947-12-03;Camille Huysmans;Eighteenth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_eighteenth_plenary_meeting;206-224;206;224;eng+fre+spa
2147930018;214793;2;222-239;224-241;1947-12-03;Manuel Gual Vidal;Nineteenth plenary meeting;PLENARY MEETINGS OF THE GENERAL CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_nineteenth_plenary_meeting;224-241;224;241;eng+fre+spa
2147930019;214793;2;241-243;243-245;1947-11-07;M. Martinez Baez;First meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_first_meeting;243-245;243;245;eng+fre+spa
2147930020;214793;2;243-245;245-247;1947-11-08;Paulo Estevão de Berredo Carneiro;Second meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_second_meeting;245-247;245;247;eng+fre+spa
2147930021;214793;2;245-247;247-249;1947-11-10;Camille Huysmans;Third meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_third_meeting;247-249;247;249;eng+fre+spa
2147930022;214793;2;247-249;249-251;1947-11-11;Paulo Estevão de Berredo Carneiro;Fourth meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_fourth_meeting;249-251;249;251;eng+fre+spa
2147930023;214793;2;249-251;251-253;1947-11-12;Sarvepalli Radhakrishnan;Fifth meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_fifth_meeting;251-253;251;253;eng+fre+spa
2147930024;214793;2;251-253;253-255;1947-11-13;Stefan Wierblowski;Sixth meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_sixth_meeting;253-255;253;255;eng+fre+spa
2147930025;214793;2;253-255;255-257;1947-11-13;Stefan Wierblowski;Seventh meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_seventh_meeting;255-257;255;257;eng+fre+spa
2147930026;214793;2;255-257;257-259;1947-11-14;Luis Eduardo Valcárcel;Eight meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_eight_meeting;257-259;257;259;eng+fre+spa
2147930027;214793;2;257-258;259-260;1947-11-15;Stefan Wierblowski;Ninth meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_ninth_meeting;259-260;259;260;eng+fre+spa
2147930028;214793;2;259-260;261-262;1947-11-17;William Benton;Tenth meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_tenth_meeting;261-262;261;262;eng+fre+spa
2147930029;214793;2;261-263;263-265;1947-11-18;M. Martinez Baez;Eleventh meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_eleventh_meeting;263-265;263;265;eng+fre+spa
2147930030;214793;2;263-264;265-266;1947-11-19;Camille Huysmans;Twelfth meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_twelfth_meeting;265-266;265;266;eng+fre+spa
2147930031;214793;2;265-267;267-269;1947-11-22;Paulo Estevão de Berredo Carneiro;Thirteenth meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_thirteenth_meeting;267-269;267;269;eng+fre+spa
2147930032;214793;2;267-268;269-270;1947-11-24;Joseph Aboukater;Fourteenth meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_fourteenth_meeting;269-270;269;270;eng+fre+spa
2147930033;214793;2;268-269;270-271;1947-11-26;Luis Eduardo Valcárcel;Fifteenth meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_fifteenth_meeting;270-271;270;271;eng+fre+spa
2147930034;214793;2;269-270;271-272;1947-11-28;M. Martinez Baez;Sixteenth meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_sixteenth_meeting;271-272;271;272;eng+fre+spa
2147930035;214793;2;270-271;272-273;1947-12-01;William Benton;Seventeenth meeting;SUMMARY RECORDS OF THE MEETINGS OF THE GENERAL COMMITTEE OF THE CONFERENCE;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_seventeenth_meeting;272-273;272;273;eng+fre+spa
2147930036;214793;2;275-278;277-280;1947-11-11;Clarence Edward Beeby;First meeting;VERBATIM RECORDS OF MEETINGS OF THE PROGRAMME AND BUDGET COMMISSION;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_first_meeting;277-280;277;280;eng+fre+spa
2147930037;214793;2;279-294;281-296;1947-11-12;Clarence Edward Beeby;Second meeting;VERBATIM RECORDS OF MEETINGS OF THE PROGRAMME AND BUDGET COMMISSION;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_second_meeting;281-296;281;296;eng+fre+spa
2147930038;214793;2;295-301;297-303;1947-11-12;Clarence Edward Beeby;Third meeting;VERBATIM RECORDS OF MEETINGS OF THE PROGRAMME AND BUDGET COMMISSION;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_third_meeting;297-303;297;303;eng+fre+spa
2147930039;214793;2;302-316;304-318;1947-11-13;Clarence Edward Beeby;Fourth meeting;VERBATIM RECORDS OF MEETINGS OF THE PROGRAMME AND BUDGET COMMISSION;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_fourth_meeting;304-318;304;318;eng+fre+spa
2147930040;214793;2;316-328;318-330;1947-11-14;Clarence Edward Beeby;Fifth meeting;VERBATIM RECORDS OF MEETINGS OF THE PROGRAMME AND BUDGET COMMISSION;eng|fre spa;2 C/132 (I);Records of the General Conference of UNESCO, second session, Mexico, 1947, v. 1: Proceedings;Actes de la Conférence générale de l'UNESCO, deuxième session, Mexico, 1947, v. 1: Comptes rendus des débats|Actas de la Conferencia General, v.1: actas de los debates;1948;;637 p.;UNESCO. General Conference;2nd;Mexico City;1947;;;1947_214793eng.pdf;2;214793_fifth_meeting;318-330;318;330;eng+fre+spa
